Canada, Death rates (period 1x1), 	Last modified: 26 Sep 2017;  Methods Protocol: v6 (2017)

  Year          Age             Female            Male           Total
  1971          89             0.165715        0.215247        0.184784
  1971          90             0.188331        0.237835        0.207385
  1971          91             0.194216        0.247091        0.214199
  1971          92             0.239713        0.293224        0.259151
  1971          93             0.247856        0.287754        0.262066
  1971          94             0.257998        0.311369        0.276671
  1971          95             0.285395        0.322662        0.297928
  1971          96             0.288683        0.347357        0.307610
  1971          97             0.309398        0.395680        0.337078
  1971          98             0.344316        0.437372        0.373223
  1971          99             0.338118        0.529913        0.396474
  1971         100             0.392271        0.429754        0.402811
  1971         101             0.563540        0.578360        0.568077
  1971         102             0.473502        0.764178        0.564098
  1971         103             0.445166        0.488003        0.456085
  1971         104             0.229060        0.325203        0.257621
  1971         105             0.998464        0.533333        0.858139
  1971         106             0.176263        0.000000        0.118367
  1971         107             0.676437        0.000000        0.254561
  1971         108             0.000000        0.839161        0.412939
  1971         109             0.000000              .        0.000000
  1971         110+                  .        0.000000        0.000000
  1972           0             0.015029        0.019141        0.017142
  1972           1             0.001100        0.001227        0.001165
  1972           2             0.000741        0.000946        0.000846
  1972           3             0.000569        0.000937        0.000757
  1972           4             0.000582        0.000784        0.000685
  1972           5             0.000410        0.000769        0.000594
  1972           6             0.000414        0.000566        0.000492
  1972           7             0.000285        0.000460        0.000375
  1972           8             0.000342        0.000420        0.000382
  1972           9             0.000295        0.000492        0.000396
  1972          10             0.000330        0.000522        0.000428
  1972          11             0.000263        0.000473        0.000370
  1972          12             0.000226        0.000436        0.000333
  1972          13             0.000284        0.000567        0.000429
  1972          14             0.000336        0.000639        0.000491
  1972          15             0.000539        0.000787        0.000665
  1972          16             0.000562        0.001380        0.000979
  1972          17             0.000557        0.001593        0.001084
  1972          18             0.000653        0.001990        0.001331
  1972          19             0.000632        0.002289        0.001470
  1972          20             0.000552        0.002402        0.001485
  1972          21             0.000605        0.002171        0.001393
  1972          22             0.000495        0.001879        0.001192
  1972          23             0.000492        0.001804        0.001152
  1972          24             0.000519        0.001608        0.001065
  1972          25             0.000633        0.001405        0.001020
  1972          26             0.000594        0.001411        0.001005
  1972          27             0.000594        0.001440        0.001024
  1972          28             0.000679        0.001544        0.001122
  1972          29             0.000695        0.001476        0.001095
  1972          30             0.000823        0.001657        0.001250
  1972          31             0.000753        0.001586        0.001179
  1972          32             0.000832        0.001366        0.001105
  1972          33             0.000836        0.001682        0.001268
  1972          34             0.001045        0.001775        0.001418
  1972          35             0.001034        0.001996        0.001525
  1972          36             0.001232        0.001804        0.001524
  1972          37             0.001242        0.002180        0.001723
  1972          38             0.001565        0.002324        0.001954
  1972          39             0.001632        0.002553        0.002105
  1972          40             0.001717        0.002582        0.002162
  1972          41             0.002006        0.003210        0.002626
  1972          42             0.002069        0.003339        0.002719
  1972          43             0.002041        0.004057        0.003069
  1972          44             0.002333        0.004410        0.003386
  1972          45             0.002539        0.004332        0.003443
  1972          46             0.002937        0.005237        0.004089
  1972          47             0.002890        0.005579        0.004228
  1972          48             0.003423        0.005992        0.004696
  1972          49             0.003630        0.007073        0.005331
  1972          50             0.003801        0.006884        0.005323
  1972          51             0.004402        0.008259        0.006307
  1972          52             0.005083        0.009664        0.007342
  1972          53             0.004947        0.009556        0.007214
  1972          54             0.005845        0.011130        0.008444
  1972          55             0.005498        0.011625        0.008519
  1972          56             0.006962        0.013052        0.009969
  1972          57             0.007545        0.014126        0.010798
  1972          58             0.007889        0.015939        0.011870
  1972          59             0.008954        0.018028        0.013437
  1972          60             0.009657        0.018227        0.013880
  1972          61             0.010189        0.021995        0.016000
  1972          62             0.011366        0.022833        0.017009
  1972          63             0.011573        0.024326        0.017814
  1972          64             0.013181        0.027018        0.019889
  1972          65             0.014646        0.030824        0.022413
  1972          66             0.015866        0.033045        0.024042
  1972          67             0.016919        0.035683        0.025821
  1972          68             0.019245        0.036808        0.027572
  1972          69             0.020700        0.042275        0.030899
  1972          70             0.023449        0.042430        0.032330
  1972          71             0.026547        0.050627        0.037615
  1972          72             0.029973        0.056979        0.042156
  1972          73             0.031032        0.055105        0.041692
  1972          74             0.034978        0.061497        0.046512
  1972          75             0.038206        0.065933        0.050097
  1972          76             0.043949        0.073631        0.056573
  1972          77             0.046662        0.078895        0.060303
  1972          78             0.053878        0.084655        0.066880
  1972          79             0.061456        0.093312        0.074873
  1972          80             0.061053        0.099209        0.076878
  1972          81             0.071402        0.108835        0.086920
  1972          82             0.084657        0.122449        0.100208
  1972          83             0.090206        0.126805        0.105186
  1972          84             0.102760        0.144338        0.119726
  1972          85             0.116065        0.151741        0.130409
  1972          86             0.130220        0.168647        0.145649
  1972          87             0.136244        0.189556        0.157538
  1972          88             0.153316        0.198283        0.170978
  1972          89             0.167209        0.206127        0.182156
  1972          90             0.184311        0.234750        0.203149
  1972          91             0.215036        0.235759        0.222803
  1972          92             0.234816        0.277386        0.250492
  1972          93             0.233744        0.269282        0.246291
  1972          94             0.270416        0.316807        0.286559
  1972          95             0.280347        0.377309        0.313007
  1972          96             0.317834        0.337552        0.324146
  1972          97             0.287734        0.462254        0.340978
  1972          98             0.374549        0.478385        0.404839
  1972          99             0.330222        0.352767        0.336739
  1972         100             0.420816        0.412252        0.418298
  1972         101             0.554054        0.330187        0.490479
  1972         102             0.395198        0.361083        0.384647
  1972         103             0.553667        0.539508        0.549395
  1972         104             0.670241        0.402955        0.603521
  1972         105             0.676247        1.100917        0.810185
  1972         106             0.968784        0.303797        0.738007
  1972         107             0.613811        1.690141        0.993377
  1972         108             1.948052        0.805369        1.139601
  1972         109             1.345291        0.000000        0.681044
  1972         110+            0.000000        0.000000        0.000000
  1973           0             0.013586        0.017447        0.015571
  1973           1             0.001051        0.001063        0.001057
  1973           2             0.000711        0.000859        0.000787
  1973           3             0.000602        0.000618        0.000610
  1973           4             0.000532        0.000701        0.000618
  1973           5             0.000414        0.000732        0.000577
  1973           6             0.000356        0.000601        0.000481
  1973           7             0.000414        0.000570        0.000493
  1973           8             0.000303        0.000429        0.000367
  1973           9             0.000235        0.000415        0.000327
  1973          10             0.000268        0.000409        0.000340
  1973          11             0.000234        0.000376        0.000307
  1973          12             0.000266        0.000475        0.000373
  1973          13             0.000242        0.000525        0.000387
  1973          14             0.000387        0.000624        0.000508
  1973          15             0.000467        0.000846        0.000661
  1973          16             0.000546        0.001246        0.000903
  1973          17             0.000675        0.001649        0.001171
  1973          18             0.000651        0.002294        0.001486
  1973          19             0.000646        0.002270        0.001468
  1973          20             0.000597        0.002194        0.001402
  1973          21             0.000611        0.002280        0.001451
  1973          22             0.000615        0.001813        0.001218
  1973          23             0.000593        0.001774        0.001189
  1973          24             0.000519        0.001735        0.001132
  1973          25             0.000592        0.001585        0.001091
  1973          26             0.000635        0.001466        0.001053
  1973          27             0.000614        0.001412        0.001017
  1973          28             0.000627        0.001395        0.001017
  1973          29             0.000614        0.001378        0.001004
  1973          30             0.000742        0.001430        0.001094
  1973          31             0.000827        0.001456        0.001149
  1973          32             0.000723        0.001498        0.001119
  1973          33             0.001002        0.001551        0.001282
  1973          34             0.000811        0.001739        0.001285
  1973          35             0.001107        0.001934        0.001529
  1973          36             0.001248        0.002057        0.001661
  1973          37             0.001389        0.002255        0.001832
  1973          38             0.001256        0.002436        0.001860
  1973          39             0.001432        0.002703        0.002083
  1973          40             0.001550        0.002913        0.002249
  1973          41             0.001622        0.003170        0.002418
  1973          42             0.002189        0.003549        0.002888
  1973          43             0.002005        0.003982        0.003016
  1973          44             0.002235        0.003853        0.003058
  1973          45             0.002537        0.004380        0.003470
  1973          46             0.002735        0.005100        0.003925
  1973          47             0.002940        0.006053        0.004494
  1973          48             0.003525        0.006257        0.004881
  1973          49             0.003771        0.006740        0.005238
  1973          50             0.004199        0.007307        0.005730
  1973          51             0.004048        0.007951        0.005969
  1973          52             0.004904        0.009659        0.007244
  1973          53             0.005313        0.009974        0.007604
  1973          54             0.005443        0.010520        0.007932
  1973          55             0.006136        0.012445        0.009228
  1973          56             0.006667        0.013446        0.009997
  1973          57             0.007450        0.014745        0.011037
  1973          58             0.008414        0.016016        0.012154
  1973          59             0.008620        0.017780        0.013127
  1973          60             0.009808        0.019612        0.014624
  1973          61             0.009913        0.019638        0.014676
  1973          62             0.010946        0.023214        0.016942
  1973          63             0.011877        0.024393        0.017990
  1973          64             0.012537        0.027316        0.019708
  1973          65             0.014774        0.031691        0.022903
  1973          66             0.015090        0.029529        0.021962
  1973          67             0.016355        0.033550        0.024469
  1973          68             0.017995        0.037115        0.026985
  1973          69             0.019917        0.041325        0.029967
  1973          70             0.022851        0.042986        0.032264
  1973          71             0.024265        0.044023        0.033405
  1973          72             0.028167        0.053623        0.039711
  1973          73             0.031215        0.058728        0.043449
  1973          74             0.032845        0.061876        0.045512
  1973          75             0.037943        0.069423        0.051416
  1973          76             0.042395        0.069945        0.054017
  1973          77             0.045887        0.079662        0.060008
  1973          78             0.054839        0.084754        0.067282
  1973          79             0.061665        0.094092        0.075124
  1973          80             0.065688        0.102164        0.080542
  1973          81             0.068426        0.109236        0.084969
  1973          82             0.079416        0.115923        0.094219
  1973          83             0.092926        0.130280        0.107982
  1973          84             0.100531        0.142239        0.117204
  1973          85             0.106178        0.160187        0.127631
  1973          86             0.125160        0.170996        0.143152
  1973          87             0.142780        0.177244        0.156228
  1973          88             0.150719        0.193187        0.167258
  1973          89             0.168190        0.215325        0.186255
  1973          90             0.180837        0.239064        0.202499
  1973          91             0.202631        0.249345        0.219603
  1973          92             0.226186        0.269069        0.241892
  1973          93             0.257900        0.275430        0.264175
  1973          94             0.266664        0.343490        0.293154
  1973          95             0.297432        0.358280        0.317624
  1973          96             0.329490        0.403605        0.353412
  1973          97             0.314168        0.435364        0.350822
  1973          98             0.337655        0.451294        0.369232
  1973          99             0.433339        0.325653        0.402458
  1973         100             0.387921        0.525052        0.427610
  1973         101             0.446218        0.473982        0.454380
  1973         102             0.614107        0.474997        0.572212
  1973         103             0.488053        0.434243        0.470316
  1973         104             0.406538        0.948804        0.569192
  1973         105             1.023163        0.331492        0.881655
  1973         106             0.634026        0.308483        0.501672
  1973         107             0.000000        0.000000        0.000000
  1973         108             0.000000        0.000000        0.000000
  1973         109                   .        0.000000        0.000000
  1973         110+            0.000000        0.000000        0.000000
  1974           0             0.013573        0.016888        0.015274
  1974           1             0.001080        0.001198        0.001141
  1974           2             0.000597        0.000826        0.000714
  1974           3             0.000576        0.000780        0.000681
  1974           4             0.000403        0.000606        0.000507
  1974           5             0.000389        0.000562        0.000477
  1974           6             0.000406        0.000591        0.000500
  1974           7             0.000339        0.000458        0.000400
  1974           8             0.000299        0.000432        0.000367
  1974           9             0.000256        0.000445        0.000353
  1974          10             0.000283        0.000498        0.000393
  1974          11             0.000298        0.000387        0.000344
  1974          12             0.000250        0.000400        0.000327
  1974          13             0.000273        0.000546        0.000412
  1974          14             0.000366        0.000645        0.000509
  1974          15             0.000481        0.000925        0.000708
  1974          16             0.000566        0.001223        0.000901
  1974          17             0.000639        0.001925        0.001294
  1974          18             0.000557        0.002091        0.001337
  1974          19             0.000647        0.002290        0.001479
  1974          20             0.000597        0.002183        0.001397
  1974          21             0.000632        0.002125        0.001383
  1974          22             0.000526        0.001925        0.001230
  1974          23             0.000638        0.001715        0.001181
  1974          24             0.000512        0.001629        0.001077
  1974          25             0.000539        0.001527        0.001039
  1974          26             0.000612        0.001472        0.001047
  1974          27             0.000601        0.001431        0.001020
  1974          28             0.000627        0.001570        0.001105
  1974          29             0.000671        0.001423        0.001054
  1974          30             0.000774        0.001411        0.001100
  1974          31             0.000700        0.001508        0.001112
  1974          32             0.000750        0.001351        0.001057
  1974          33             0.001007        0.001481        0.001249
  1974          34             0.000857        0.001833        0.001354
  1974          35             0.001180        0.001809        0.001501
  1974          36             0.001151        0.002036        0.001603
  1974          37             0.001222        0.002347        0.001796
  1974          38             0.001227        0.002460        0.001856
  1974          39             0.001342        0.002590        0.001980
  1974          40             0.001420        0.002894        0.002174
  1974          41             0.001727        0.003056        0.002408
  1974          42             0.001905        0.003611        0.002781
  1974          43             0.002059        0.003602        0.002850
  1974          44             0.002177        0.004098        0.003158
  1974          45             0.002685        0.004744        0.003731
  1974          46             0.002973        0.005001        0.003998
  1974          47             0.002874        0.005663        0.004274
  1974          48             0.003400        0.006296        0.004842
  1974          49             0.003797        0.006840        0.005302
  1974          50             0.003902        0.007556        0.005701
  1974          51             0.004350        0.008137        0.006209
  1974          52             0.004503        0.008782        0.006601
  1974          53             0.004647        0.010169        0.007354
  1974          54             0.006102        0.011418        0.008706
  1974          55             0.005789        0.011795        0.008723
  1974          56             0.006740        0.012584        0.009594
  1974          57             0.006708        0.014407        0.010474
  1974          58             0.007832        0.015875        0.011768
  1974          59             0.008333        0.017660        0.012898
  1974          60             0.009326        0.019049        0.014082
  1974          61             0.009524        0.020498        0.014883
  1974          62             0.011605        0.022206        0.016763
  1974          63             0.011794        0.024325        0.017874
  1974          64             0.013381        0.026603        0.019786
  1974          65             0.014449        0.029878        0.021868
  1974          66             0.015603        0.031480        0.023163
  1974          67             0.016616        0.034599        0.025099
  1974          68             0.018705        0.037771        0.027623
  1974          69             0.020794        0.040546        0.029991
  1974          70             0.023058        0.045333        0.033404
  1974          71             0.024682        0.047218        0.035103
  1974          72             0.028365        0.052538        0.039404
  1974          73             0.030550        0.058630        0.043100
  1974          74             0.033785        0.063768        0.046910
  1974          75             0.038264        0.064951        0.049719
  1974          76             0.042468        0.072475        0.055096
  1974          77             0.045745        0.075763        0.058193
  1974          78             0.051646        0.084511        0.065153
  1974          79             0.060014        0.096663        0.074988
  1974          80             0.067993        0.100772        0.081225
  1974          81             0.069794        0.108044        0.085019
  1974          82             0.078218        0.121987        0.095533
  1974          83             0.090575        0.130856        0.106509
  1974          84             0.102446        0.139726        0.117149
  1974          85             0.111520        0.151211        0.126972
  1974          86             0.119815        0.170976        0.139569
  1974          87             0.137994        0.175782        0.152401
  1974          88             0.149704        0.193507        0.166407
  1974          89             0.169980        0.215705        0.187317
  1974          90             0.191569        0.246733        0.212030
  1974          91             0.205014        0.227337        0.213072
  1974          92             0.225893        0.281591        0.245605
  1974          93             0.251425        0.291723        0.265782
  1974          94             0.270178        0.309506        0.283886
  1974          95             0.293726        0.343715        0.310209
  1974          96             0.299316        0.355613        0.317196
  1974          97             0.320048        0.395862        0.343123
  1974          98             0.336879        0.480290        0.376259
  1974          99             0.357621        0.470002        0.387021
  1974         100             0.406932        0.346600        0.389962
  1974         101             0.459389        0.494171        0.469260
  1974         102             0.408739        0.544319        0.450179
  1974         103             0.543919        0.238308        0.444731
  1974         104             0.554622        0.093095        0.392478
  1974         105             0.842105        0.580645        0.750000
  1974         106             0.363636        0.545455        0.409091
  1974         107             0.315789        0.000000        0.176471
  1974         108             0.666667        1.500000        0.923077
  1974         109             0.600000        0.000000        0.409556
  1974         110+            0.000000        1.165049        0.839161
  1975           0             0.012744        0.016319        0.014578
  1975           1             0.000882        0.001284        0.001088
  1975           2             0.000721        0.000845        0.000785
  1975           3             0.000584        0.000723        0.000656
  1975           4             0.000492        0.000583        0.000539
  1975           5             0.000427        0.000635        0.000533
  1975           6             0.000375        0.000582        0.000481
  1975           7             0.000419        0.000513        0.000467
  1975           8             0.000233        0.000420        0.000329
  1975           9             0.000288        0.000383        0.000337
  1975          10             0.000260        0.000382        0.000323
  1975          11             0.000269        0.000396        0.000334
  1975          12             0.000275        0.000472        0.000376
  1975          13             0.000335        0.000460        0.000399
  1975          14             0.000368        0.000575        0.000474
  1975          15             0.000432        0.000887        0.000665
  1975          16             0.000538        0.001317        0.000936
  1975          17             0.000562        0.001724        0.001154
  1975          18             0.000510        0.002002        0.001268
  1975          19             0.000651        0.002190        0.001431
  1975          20             0.000590        0.002081        0.001343
  1975          21             0.000518        0.001992        0.001260
  1975          22             0.000559        0.001798        0.001182
  1975          23             0.000568        0.001607        0.001091
  1975          24             0.000583        0.001739        0.001167
  1975          25             0.000537        0.001544        0.001047
  1975          26             0.000605        0.001411        0.001013
  1975          27             0.000558        0.001465        0.001017
  1975          28             0.000592        0.001411        0.001007
  1975          29             0.000678        0.001538        0.001115
  1975          30             0.000742        0.001497        0.001127
  1975          31             0.000612        0.001490        0.001061
  1975          32             0.000807        0.001513        0.001166
  1975          33             0.000761        0.001514        0.001146
  1975          34             0.000996        0.001761        0.001386
  1975          35             0.001040        0.002070        0.001565
  1975          36             0.001221        0.001915        0.001575
  1975          37             0.000993        0.002206        0.001612
  1975          38             0.001346        0.002139        0.001750
  1975          39             0.001486        0.002740        0.002126
  1975          40             0.001724        0.002800        0.002273
  1975          41             0.001690        0.002856        0.002286
  1975          42             0.001911        0.003416        0.002681
  1975          43             0.002102        0.003447        0.002792
  1975          44             0.002287        0.004242        0.003287
  1975          45             0.002545        0.004397        0.003489
  1975          46             0.002754        0.004898        0.003841
  1975          47             0.003258        0.005487        0.004382
  1975          48             0.003668        0.006209        0.004940
  1975          49             0.003743        0.006397        0.005061
  1975          50             0.003809        0.007167        0.005465
  1975          51             0.004082        0.008365        0.006184
  1975          52             0.004469        0.008955        0.006662
  1975          53             0.004876        0.009979        0.007367
  1975          54             0.005014        0.010798        0.007837
  1975          55             0.006072        0.011891        0.008911
  1975          56             0.005799        0.012111        0.008870
  1975          57             0.007452        0.014183        0.010726
  1975          58             0.007521        0.016011        0.011652
  1975          59             0.008409        0.017280        0.012726
  1975          60             0.009307        0.018601        0.013829
  1975          61             0.009605        0.020400        0.014853
  1975          62             0.010965        0.021926        0.016283
  1975          63             0.011775        0.024564        0.017954
  1975          64             0.012198        0.025971        0.018826
  1975          65             0.013959        0.029006        0.021184
  1975          66             0.015396        0.031523        0.023076
  1975          67             0.017170        0.034382        0.025290
  1975          68             0.018634        0.035906        0.026705
  1975          69             0.020324        0.040006        0.029439
  1975          70             0.022493        0.043261        0.032063
  1975          71             0.023899        0.046013        0.034059
  1975          72             0.028876        0.052226        0.039541
  1975          73             0.028484        0.054635        0.040267
  1975          74             0.035370        0.061788        0.046990
  1975          75             0.037871        0.067840        0.050791
  1975          76             0.039370        0.067382        0.051192
  1975          77             0.044932        0.077269        0.058307
  1975          78             0.052054        0.084275        0.065178
  1975          79             0.057247        0.092474        0.071437
  1975          80             0.061749        0.100284        0.077056
  1975          81             0.066962        0.106437        0.082546
  1975          82             0.076082        0.122415        0.094074
  1975          83             0.088198        0.128270        0.103618
  1975          84             0.095827        0.136815        0.111649
  1975          85             0.110134        0.151546        0.126082
  1975          86             0.120148        0.162927        0.136379
  1975          87             0.130472        0.184736        0.150788
  1975          88             0.141263        0.203263        0.164183
  1975          89             0.151328        0.213002        0.174117
  1975          90             0.169275        0.231232        0.192005
  1975          91             0.182480        0.238617        0.202675
  1975          92             0.223620        0.259445        0.236216
  1975          93             0.235351        0.285941        0.252705
  1975          94             0.258590        0.318748        0.279473
  1975          95             0.263473        0.326608        0.284635
  1975          96             0.303513        0.363295        0.322464
  1975          97             0.305670        0.397882        0.333859
  1975          98             0.354394        0.430362        0.375922
  1975          99             0.383304        0.452239        0.400671
  1975         100             0.380815        0.537875        0.419599
  1975         101             0.453359        0.461780        0.455694
  1975         102             0.504729        0.555314        0.518575
  1975         103             0.353930        0.237548        0.316957
  1975         104             0.482431        0.586510        0.520461
  1975         105             0.461538        0.533333        0.487805
  1975         106             0.400000        1.714286        0.818182
  1975         107             0.000000        1.200000        0.206897
  1975         108             0.461538        0.000000        0.315789
  1975         109             0.545455        0.000000        0.352941
  1975         110+            0.600000        0.857143        0.705882
  1976           0             0.011591        0.014710        0.013190
  1976           1             0.000913        0.000920        0.000917
  1976           2             0.000695        0.000933        0.000817
  1976           3             0.000375        0.000694        0.000538
  1976           4             0.000423        0.000667        0.000548
  1976           5             0.000396        0.000530        0.000465
  1976           6             0.000353        0.000495        0.000426
  1976           7             0.000306        0.000504        0.000408
  1976           8             0.000275        0.000411        0.000345
  1976           9             0.000216        0.000340        0.000279
  1976          10             0.000219        0.000372        0.000297
  1976          11             0.000191        0.000386        0.000291
  1976          12             0.000207        0.000390        0.000300
  1976          13             0.000261        0.000484        0.000375
  1976          14             0.000337        0.000503        0.000422
  1976          15             0.000429        0.000785        0.000611
  1976          16             0.000544        0.001030        0.000792
  1976          17             0.000543        0.001442        0.001002
  1976          18             0.000548        0.001899        0.001235
  1976          19             0.000487        0.001958        0.001233
  1976          20             0.000505        0.001999        0.001260
  1976          21             0.000494        0.001861        0.001183
  1976          22             0.000523        0.001681        0.001105
  1976          23             0.000509        0.001530        0.001022
  1976          24             0.000493        0.001315        0.000906
  1976          25             0.000559        0.001551        0.001061
  1976          26             0.000543        0.001397        0.000975
  1976          27             0.000466        0.001386        0.000933
  1976          28             0.000451        0.001437        0.000950
  1976          29             0.000590        0.001350        0.000976
  1976          30             0.000688        0.001327        0.001013
  1976          31             0.000641        0.001465        0.001062
  1976          32             0.000796        0.001525        0.001166
  1976          33             0.000839        0.001378        0.001114
  1976          34             0.000819        0.001679        0.001257
  1976          35             0.000966        0.001622        0.001301
  1976          36             0.001006        0.001769        0.001394
  1976          37             0.001190        0.001838        0.001521
  1976          38             0.001194        0.002214        0.001714
  1976          39             0.001590        0.002363        0.001984
  1976          40             0.001255        0.002584        0.001933
  1976          41             0.001634        0.002938        0.002299
  1976          42             0.001813        0.002934        0.002385
  1976          43             0.001938        0.003647        0.002812
  1976          44             0.002018        0.003851        0.002956
  1976          45             0.002483        0.004448        0.003487
  1976          46             0.002658        0.005115        0.003907
  1976          47             0.003013        0.005149        0.004093
  1976          48             0.003116        0.006053        0.004594
  1976          49             0.003550        0.007104        0.005326
  1976          50             0.003819        0.007057        0.005423
  1976          51             0.004109        0.008508        0.006272
  1976          52             0.004531        0.008862        0.006648
  1976          53             0.004217        0.009325        0.006704
  1976          54             0.005098        0.010965        0.007950
  1976          55             0.005460        0.010837        0.008073
  1976          56             0.006383        0.014116        0.010137
  1976          57             0.006452        0.013937        0.010078
  1976          58             0.007221        0.015445        0.011199
  1976          59             0.007961        0.017008        0.012337
  1976          60             0.008870        0.018403        0.013482
  1976          61             0.009768        0.020104        0.014767
  1976          62             0.010636        0.022188        0.016214
  1976          63             0.011931        0.023676        0.017592
  1976          64             0.011448        0.025704        0.018279
  1976          65             0.013518        0.028181        0.020516
  1976          66             0.014801        0.031058        0.022531
  1976          67             0.016031        0.033287        0.024172
  1976          68             0.018497        0.036541        0.026924
  1976          69             0.020411        0.037636        0.028376
  1976          70             0.021888        0.043362        0.031734
  1976          71             0.024108        0.047944        0.034972
  1976          72             0.025855        0.050785        0.037164
  1976          73             0.029252        0.055914        0.041264
  1976          74             0.031079        0.060711        0.044221
  1976          75             0.037009        0.067800        0.050356
  1976          76             0.040376        0.069990        0.052931
  1976          77             0.044068        0.076367        0.057461
  1976          78             0.051145        0.084335        0.064621
  1976          79             0.055674        0.093210        0.070643
  1976          80             0.062858        0.099613        0.077220
  1976          81             0.069380        0.104205        0.082907
  1976          82             0.075345        0.119061        0.092182
  1976          83             0.082714        0.130857        0.100910
  1976          84             0.092569        0.143990        0.111794
  1976          85             0.105573        0.143508        0.119816
  1976          86             0.121102        0.166657        0.138196
  1976          87             0.131073        0.180823        0.149377
  1976          88             0.142453        0.187944        0.158900
  1976          89             0.161966        0.210237        0.179224
  1976          90             0.176193        0.225258        0.193728
  1976          91             0.198300        0.239519        0.212889
  1976          92             0.204718        0.270820        0.227757
  1976          93             0.236594        0.276254        0.250080
  1976          94             0.254875        0.324589        0.278030
  1976          95             0.270938        0.334206        0.292062
  1976          96             0.293340        0.375771        0.319649
  1976          97             0.317219        0.409513        0.345142
  1976          98             0.357628        0.423222        0.376588
  1976          99             0.415352        0.428275        0.418882
  1976         100             0.317460        0.388617        0.334047
  1976         101             0.363745        0.521874        0.400116
  1976         102             0.495663        0.599558        0.522995
  1976         103             0.502496        0.510301        0.504480
  1976         104             0.523919        0.893461        0.640478
  1976         105             0.359799        0.428571        0.382836
  1976         106             0.558140        0.461538        0.521739
  1976         107             0.000000        0.000000        0.000000
  1976         108             0.666667        0.000000        0.571429
  1976         109             0.000000        0.000000        0.000000
  1976         110+            1.090909        0.000000        0.600000
  1977           0             0.011499        0.013915        0.012737
  1977           1             0.000951        0.000818        0.000883
  1977           2             0.000506        0.000653        0.000582
  1977           3             0.000467        0.000691        0.000582
  1977           4             0.000343        0.000463        0.000405
  1977           5             0.000376        0.000533        0.000457
  1977           6             0.000340        0.000527        0.000436
  1977           7             0.000303        0.000508        0.000408
  1977           8             0.000201        0.000357        0.000281
  1977           9             0.000209        0.000368        0.000291
  1977          10             0.000200        0.000309        0.000256
  1977          11             0.000248        0.000316        0.000283
  1977          12             0.000322        0.000393        0.000358
  1977          13             0.000232        0.000417        0.000327
  1977          14             0.000303        0.000587        0.000448
  1977          15             0.000391        0.000701        0.000549
  1977          16             0.000532        0.001153        0.000849
  1977          17             0.000562        0.001543        0.001062
  1977          18             0.000543        0.001808        0.001187
  1977          19             0.000534        0.002041        0.001298
  1977          20             0.000508        0.002145        0.001336
  1977          21             0.000515        0.001734        0.001130
  1977          22             0.000506        0.001661        0.001087
  1977          23             0.000442        0.001722        0.001084
  1977          24             0.000540        0.001684        0.001113
  1977          25             0.000444        0.001457        0.000953
  1977          26             0.000537        0.001526        0.001037
  1977          27             0.000589        0.001354        0.000976
  1977          28             0.000632        0.001518        0.001080
  1977          29             0.000515        0.001367        0.000946
  1977          30             0.000562        0.001440        0.001007
  1977          31             0.000621        0.001232        0.000932
  1977          32             0.000735        0.001528        0.001139
  1977          33             0.000701        0.001508        0.001112
  1977          34             0.000945        0.001652        0.001305
  1977          35             0.000960        0.001652        0.001313
  1977          36             0.000894        0.002041        0.001479
  1977          37             0.001152        0.001985        0.001576
  1977          38             0.001262        0.002536        0.001911
  1977          39             0.001339        0.002313        0.001835
  1977          40             0.001398        0.002547        0.001983
  1977          41             0.001604        0.003059        0.002345
  1977          42             0.001840        0.003166        0.002516
  1977          43             0.001948        0.003406        0.002691
  1977          44             0.002294        0.003892        0.003110
  1977          45             0.002314        0.004395        0.003378
  1977          46             0.002777        0.004924        0.003872
  1977          47             0.003156        0.005356        0.004273
  1977          48             0.003028        0.005996        0.004527
