gender,state,vote_biden,age_group,education_level,stateicp
female,IL,1,age_60_or_more,Post sec +,illinois
male,WI,1,age_60_or_more,Some post sec,wisconsin
male,NY,1,age_30-44,Some post sec,new york
male,NJ,0,age_60_or_more,Post sec +,new jersey
male,WA,0,age_60_or_more,Grad degree,washington
male,NV,0,age_60_or_more,Post sec +,nevada
male,OR,1,age_30-44,Some post sec,oregon
female,VA,1,age_18-29,Some post sec,virginia
female,NY,1,age_18-29,Grad degree,new york
male,MI,1,age_60_or_more,Post sec +,michigan
male,OH,1,age_60_or_more,Some post sec,ohio
female,CA,1,age_30-44,Some post sec,california
female,VA,1,age_60_or_more,Post sec +,virginia
female,AZ,0,age_30-44,Some post sec,arizona
male,IL,1,age_60_or_more,Some post sec,illinois
male,AZ,0,age_60_or_more,Some post sec,arizona
female,MN,0,age_60_or_more,Post sec +,minnesota
male,IL,1,age_60_or_more,Post sec +,illinois
male,DC,0,age_45-59,Grad degree,district of columbia
male,NJ,0,age_60_or_more,Post sec +,new jersey
female,NC,0,age_18-29,High school or less,north carolina
male,CA,1,age_60_or_more,Some post sec,california
male,CO,0,age_18-29,Post sec +,colorado
male,AZ,0,age_18-29,Post sec +,arizona
male,CA,0,age_45-59,Post sec +,california
female,CO,1,age_18-29,High school or less,colorado
male,NV,1,age_60_or_more,High school or less,nevada
male,SD,0,age_60_or_more,Post sec +,south dakota
female,AZ,1,age_45-59,Some post sec,arizona
male,RI,1,age_60_or_more,Some post sec,rhode island
male,IL,0,age_18-29,High school or less,illinois
male,CA,1,age_60_or_more,Some post sec,california
female,CA,1,age_18-29,High school or less,california
male,NY,0,age_30-44,Some post sec,new york
male,TX,1,age_30-44,Post sec +,texas
male,IL,1,age_30-44,Grad degree,illinois
female,FL,1,age_30-44,Post sec +,florida
female,SC,1,age_18-29,High school or less,south carolina
female,MI,1,age_45-59,Post sec +,michigan
male,NY,1,age_60_or_more,Grad degree,new york
female,KY,0,age_45-59,High school or less,kentucky
female,CA,0,age_45-59,High school or less,california
male,TX,1,age_30-44,Post sec +,texas
female,GA,0,age_18-29,Post sec +,georgia
male,CA,0,age_18-29,High school or less,california
female,FL,0,age_18-29,Some post sec,florida
female,NY,1,age_30-44,Some post sec,new york
female,NY,1,age_60_or_more,Grad degree,new york
male,NY,0,age_30-44,Grad degree,new york
male,TX,0,age_30-44,Grad degree,texas
female,MO,1,age_60_or_more,High school or less,missouri
male,NV,0,age_18-29,Grad degree,nevada
female,PA,0,age_30-44,High school or less,pennsylvania
male,CO,1,age_60_or_more,Some post sec,colorado
female,GA,1,age_60_or_more,High school or less,georgia
female,LA,1,age_60_or_more,Grad degree,louisiana
male,WY,1,age_18-29,High school or less,wyoming
female,CT,1,age_60_or_more,High school or less,connecticut
male,IL,1,age_30-44,Grad degree,illinois
male,NJ,0,age_30-44,Grad degree,new jersey
female,FL,1,age_60_or_more,Post sec +,florida
male,SC,0,age_45-59,Post sec +,south carolina
female,CA,1,age_45-59,Post sec +,california
female,GA,0,age_30-44,Grad degree,georgia
female,NY,1,age_45-59,High school or less,new york
female,NJ,1,age_60_or_more,High school or less,new jersey
male,NJ,0,age_60_or_more,Some post sec,new jersey
male,WI,0,age_45-59,Post sec +,wisconsin
male,MD,1,age_30-44,Grad degree,maryland
female,OH,0,age_30-44,High school or less,ohio
female,VA,1,age_60_or_more,Post sec +,virginia
male,MI,0,age_60_or_more,Post sec +,michigan
male,WA,0,age_45-59,Post sec +,washington
male,NJ,0,age_60_or_more,Post sec +,new jersey
male,TX,0,age_60_or_more,Some post sec,texas
female,OH,0,age_30-44,Some post sec,ohio
male,MO,0,age_45-59,Some post sec,missouri
male,MA,1,age_18-29,High school or less,massachusetts
male,NC,0,age_60_or_more,Some post sec,north carolina
male,CA,0,age_30-44,Grad degree,california
male,CA,0,age_30-44,Some post sec,california
male,FL,0,age_30-44,Post sec +,florida
male,AZ,1,age_60_or_more,Some post sec,arizona
male,IL,0,age_45-59,Post sec +,illinois
male,WA,0,age_45-59,Post sec +,washington
male,GA,1,age_30-44,High school or less,georgia
male,NJ,1,age_45-59,Post sec +,new jersey
male,IL,0,age_30-44,Some post sec,illinois
male,PA,0,age_60_or_more,Some post sec,pennsylvania
female,OH,1,age_60_or_more,Post sec +,ohio
male,CA,1,age_60_or_more,Post sec +,california
male,TX,1,age_60_or_more,Some post sec,texas
male,UT,0,age_30-44,Post sec +,utah
female,OH,1,age_45-59,Post sec +,ohio
male,NY,0,age_45-59,Grad degree,new york
female,NJ,0,age_30-44,High school or less,new jersey
male,NY,1,age_18-29,High school or less,new york
female,OK,0,age_30-44,High school or less,oklahoma
male,CA,0,age_30-44,Post sec +,california
female,GA,0,age_18-29,Post sec +,georgia
male,KY,1,age_45-59,Post sec +,kentucky
male,WV,1,age_60_or_more,Some post sec,west virginia
female,MI,0,age_45-59,Post sec +,michigan
male,CA,1,age_60_or_more,Post sec +,california
female,KY,1,age_18-29,High school or less,kentucky
female,NC,1,age_45-59,High school or less,north carolina
male,KS,0,age_60_or_more,Post sec +,kansas
male,OR,1,age_45-59,Some post sec,oregon
male,NH,1,age_45-59,High school or less,new hampshire
male,GA,0,age_45-59,Post sec +,georgia
male,FL,0,age_45-59,Post sec +,florida
female,MI,1,age_45-59,Grad degree,michigan
male,TN,0,age_60_or_more,Post sec +,tennessee
female,NV,0,age_45-59,Post sec +,nevada
male,WA,0,age_30-44,High school or less,washington
male,MO,1,age_60_or_more,Post sec +,missouri
male,NC,1,age_18-29,Post sec +,north carolina
female,VA,1,age_30-44,Post sec +,virginia
male,OR,1,age_45-59,Post sec +,oregon
female,CA,0,age_45-59,High school or less,california
male,PA,0,age_30-44,Post sec +,pennsylvania
female,CA,1,age_30-44,Post sec +,california
male,TX,0,age_30-44,Grad degree,texas
female,TN,0,age_60_or_more,Grad degree,tennessee
male,CA,0,age_45-59,Grad degree,california
female,PA,1,age_18-29,Post sec +,pennsylvania
male,OR,0,age_30-44,Post sec +,oregon
female,PA,0,age_45-59,High school or less,pennsylvania
female,AR,0,age_60_or_more,High school or less,arkansas
female,LA,1,age_45-59,Post sec +,louisiana
male,NV,0,age_30-44,Post sec +,nevada
male,CA,1,age_18-29,Post sec +,california
male,SC,1,age_18-29,High school or less,south carolina
male,MS,1,age_18-29,High school or less,mississippi
female,SC,1,age_60_or_more,Post sec +,south carolina
female,PA,1,age_18-29,Post sec +,pennsylvania
female,OR,1,age_60_or_more,Post sec +,oregon
female,VA,0,age_60_or_more,Post sec +,virginia
female,NC,1,age_18-29,High school or less,north carolina
female,TX,1,age_30-44,Some post sec,texas
female,CA,1,age_30-44,Some post sec,california
male,AZ,1,age_45-59,Post sec +,arizona
female,NY,1,age_60_or_more,Some post sec,new york
female,AL,0,age_45-59,Some post sec,alabama
female,IA,1,age_60_or_more,Grad degree,iowa
female,TX,1,age_30-44,Some post sec,texas
female,NJ,0,age_45-59,Post sec +,new jersey
male,NV,1,age_18-29,Post sec +,nevada
male,IN,0,age_45-59,Post sec +,indiana
female,CT,1,age_60_or_more,Post sec +,connecticut
male,CA,0,age_45-59,Post sec +,california
female,OH,1,age_60_or_more,Post sec +,ohio
male,OH,1,age_30-44,Post sec +,ohio
female,MN,1,age_30-44,High school or less,minnesota
male,PA,1,age_30-44,Post sec +,pennsylvania
female,NM,1,age_60_or_more,Some post sec,new mexico
male,CO,1,age_45-59,Some post sec,colorado
male,TX,0,age_45-59,Some post sec,texas
female,AZ,1,age_30-44,High school or less,arizona
female,CA,1,age_18-29,Post sec +,california
female,HI,1,age_45-59,Grad degree,hawaii
female,CA,0,age_45-59,High school or less,california
male,ID,0,age_30-44,High school or less,idaho
male,VA,0,age_30-44,Post sec +,virginia
male,HI,1,age_30-44,Post sec +,hawaii
male,NY,1,age_45-59,Post sec +,new york
male,CA,0,age_30-44,Grad degree,california
male,WA,1,age_60_or_more,Some post sec,washington
male,IN,1,age_18-29,Some post sec,indiana
male,NY,1,age_30-44,Post sec +,new york
female,OH,0,age_18-29,High school or less,ohio
male,NY,1,age_18-29,Post sec +,new york
male,TX,0,age_18-29,Post sec +,texas
female,NV,0,age_45-59,High school or less,nevada
male,RI,0,age_45-59,Post sec +,rhode island
female,NY,1,age_18-29,High school or less,new york
male,TX,0,age_60_or_more,Post sec +,texas
female,IL,1,age_60_or_more,High school or less,illinois
male,OH,1,age_30-44,High school or less,ohio
female,CT,1,age_30-44,Post sec +,connecticut
female,GA,1,age_18-29,Post sec +,georgia
male,NY,1,age_30-44,Post sec +,new york
male,CA,1,age_30-44,Post sec +,california
male,IL,1,age_30-44,High school or less,illinois
female,AL,0,age_30-44,Post sec +,alabama
female,SC,0,age_45-59,High school or less,south carolina
male,TX,0,age_60_or_more,Some post sec,texas
male,AZ,0,age_30-44,Some post sec,arizona
female,IL,1,age_45-59,Post sec +,illinois
female,NY,1,age_30-44,High school or less,new york
male,IL,0,age_18-29,High school or less,illinois
female,CA,0,age_30-44,Post sec +,california
female,TX,1,age_30-44,Post sec +,texas
male,CA,0,age_30-44,Post sec +,california
male,NJ,1,age_30-44,Post sec +,new jersey
female,MS,1,age_60_or_more,Post sec +,mississippi
male,CA,0,age_30-44,High school or less,california
female,GA,1,age_18-29,High school or less,georgia
female,NY,1,age_30-44,Post sec +,new york
female,NY,1,age_45-59,Post sec +,new york
male,PA,0,age_18-29,High school or less,pennsylvania
male,TX,0,age_18-29,High school or less,texas
female,FL,1,age_60_or_more,Grad degree,florida
female,NC,0,age_45-59,Post sec +,north carolina
female,MN,1,age_60_or_more,Post sec +,minnesota
female,NV,1,age_18-29,High school or less,nevada
female,VA,1,age_18-29,Some post sec,virginia
female,TX,1,age_18-29,Some post sec,texas
male,NY,0,age_18-29,High school or less,new york
female,CA,1,age_18-29,Grad degree,california
female,OR,0,age_18-29,Post sec +,oregon
female,CA,1,age_45-59,Post sec +,california
male,WI,0,age_45-59,Post sec +,wisconsin
female,IL,1,age_30-44,Post sec +,illinois
female,SC,1,age_30-44,High school or less,south carolina
female,OK,1,age_30-44,High school or less,oklahoma
female,NC,1,age_18-29,Grad degree,north carolina
female,NV,0,age_60_or_more,Some post sec,nevada
female,CA,1,age_18-29,Some post sec,california
male,PA,0,age_60_or_more,Some post sec,pennsylvania
male,NY,0,age_60_or_more,Some post sec,new york
female,PA,1,age_60_or_more,Some post sec,pennsylvania
female,MO,0,age_45-59,Some post sec,missouri
female,TX,0,age_45-59,Post sec +,texas
male,OH,1,age_60_or_more,High school or less,ohio
female,MI,0,age_45-59,Some post sec,michigan
female,OR,0,age_60_or_more,Some post sec,oregon
female,OH,1,age_45-59,Some post sec,ohio
female,CT,1,age_18-29,Some post sec,connecticut
female,SC,1,age_30-44,High school or less,south carolina
male,CA,1,age_45-59,Post sec +,california
female,GA,1,age_60_or_more,Post sec +,georgia
male,TX,1,age_30-44,Post sec +,texas
male,CA,0,age_45-59,High school or less,california
male,FL,0,age_30-44,Some post sec,florida
male,SD,0,age_30-44,High school or less,south dakota
male,GA,1,age_18-29,High school or less,georgia
male,CA,1,age_60_or_more,Some post sec,california
female,GA,1,age_60_or_more,Some post sec,georgia
male,TX,0,age_45-59,Post sec +,texas
male,MI,1,age_60_or_more,Post sec +,michigan
male,MD,0,age_30-44,Some post sec,maryland
male,LA,1,age_45-59,Some post sec,louisiana
female,CA,0,age_30-44,Some post sec,california
female,NJ,1,age_45-59,Some post sec,new jersey
male,UT,0,age_30-44,Some post sec,utah
male,CA,1,age_18-29,High school or less,california
male,CA,0,age_45-59,High school or less,california
male,TN,0,age_45-59,Some post sec,tennessee
female,NV,0,age_30-44,High school or less,nevada
male,KY,0,age_60_or_more,High school or less,kentucky
female,CA,0,age_30-44,Some post sec,california
male,TX,1,age_45-59,Some post sec,texas
male,IL,1,age_30-44,Some post sec,illinois
male,NY,0,age_30-44,Grad degree,new york
male,NY,1,age_30-44,High school or less,new york
male,NV,0,age_60_or_more,Some post sec,nevada
male,ID,0,age_45-59,Some post sec,idaho
male,GA,0,age_30-44,Post sec +,georgia
female,GA,1,age_30-44,High school or less,georgia
male,CO,0,age_45-59,Some post sec,colorado
female,OR,0,age_45-59,High school or less,oregon
female,WA,0,age_60_or_more,Post sec +,washington
male,ID,1,age_60_or_more,Some post sec,idaho
male,CA,1,age_45-59,Grad degree,california
female,NY,1,age_18-29,High school or less,new york
male,MI,1,age_60_or_more,Some post sec,michigan
male,FL,0,age_45-59,Post sec +,florida
male,CO,0,age_18-29,Post sec +,colorado
male,LA,0,age_30-44,High school or less,louisiana
female,TX,1,age_30-44,Some post sec,texas
male,FL,1,age_18-29,Some post sec,florida
female,AZ,1,age_30-44,Grad degree,arizona
female,TX,0,age_18-29,High school or less,texas
female,MA,1,age_18-29,Grad degree,massachusetts
male,WA,1,age_30-44,Some post sec,washington
male,NY,0,age_18-29,Post sec +,new york
male,FL,0,age_45-59,Grad degree,florida
female,MS,0,age_18-29,High school or less,mississippi
female,NC,1,age_45-59,High school or less,north carolina
male,KS,1,age_45-59,Some post sec,kansas
female,TX,0,age_45-59,High school or less,texas
female,VA,0,age_45-59,High school or less,virginia
female,WI,1,age_18-29,Some post sec,wisconsin
male,PA,1,age_18-29,High school or less,pennsylvania
male,NC,0,age_45-59,High school or less,north carolina
female,TX,1,age_60_or_more,Some post sec,texas
female,NC,1,age_30-44,Some post sec,north carolina
female,OH,0,age_60_or_more,Post sec +,ohio
male,UT,1,age_18-29,Some post sec,utah
female,MS,1,age_18-29,Post sec +,mississippi
male,IN,0,age_30-44,High school or less,indiana
female,TX,1,age_18-29,High school or less,texas
female,CA,1,age_30-44,Post sec +,california
female,CA,0,age_60_or_more,Grad degree,california
male,TX,0,age_30-44,Some post sec,texas
male,SC,1,age_30-44,Post sec +,south carolina
male,IA,0,age_30-44,High school or less,iowa
male,FL,0,age_60_or_more,Some post sec,florida
female,CA,1,age_18-29,High school or less,california
male,PA,0,age_60_or_more,Some post sec,pennsylvania
female,LA,0,age_30-44,Post sec +,louisiana
male,VA,0,age_30-44,High school or less,virginia
male,CA,1,age_30-44,Some post sec,california
female,MN,0,age_45-59,Some post sec,minnesota
male,KY,1,age_45-59,Some post sec,kentucky
male,MA,0,age_45-59,Grad degree,massachusetts
male,TX,0,age_45-59,Post sec +,texas
male,PA,0,age_45-59,Post sec +,pennsylvania
male,SC,1,age_30-44,Post sec +,south carolina
male,NY,0,age_30-44,Post sec +,new york
male,WA,1,age_30-44,Grad degree,washington
female,AR,0,age_30-44,Some post sec,arkansas
male,NY,1,age_60_or_more,High school or less,new york
male,CT,1,age_60_or_more,Post sec +,connecticut
male,IL,0,age_60_or_more,Some post sec,illinois
male,VA,1,age_60_or_more,Post sec +,virginia
male,OH,1,age_45-59,Grad degree,ohio
female,MD,1,age_45-59,Grad degree,maryland
male,TX,0,age_30-44,Grad degree,texas
male,AZ,0,age_45-59,Some post sec,arizona
male,PA,0,age_45-59,Some post sec,pennsylvania
male,TN,1,age_30-44,Post sec +,tennessee
male,NY,1,age_30-44,High school or less,new york
female,WV,0,age_45-59,High school or less,west virginia
female,PA,1,age_30-44,Some post sec,pennsylvania
male,OH,1,age_18-29,Post sec +,ohio
female,NC,1,age_60_or_more,Some post sec,north carolina
female,PA,1,age_60_or_more,Some post sec,pennsylvania
female,MI,0,age_45-59,Some post sec,michigan
female,NC,1,age_30-44,Grad degree,north carolina
female,TN,1,age_30-44,Grad degree,tennessee
male,FL,1,age_30-44,Grad degree,florida
female,PA,0,age_60_or_more,High school or less,pennsylvania
male,OH,0,age_45-59,Post sec +,ohio
female,NY,0,age_30-44,Post sec +,new york
female,FL,1,age_45-59,Post sec +,florida
male,CA,1,age_18-29,High school or less,california
female,KS,0,age_30-44,High school or less,kansas
female,MO,1,age_60_or_more,Some post sec,missouri
male,MI,0,age_60_or_more,Post sec +,michigan
male,NY,0,age_30-44,Grad degree,new york
female,MI,1,age_18-29,High school or less,michigan
female,DE,0,age_30-44,Grad degree,delaware
female,CA,1,age_30-44,Post sec +,california
female,FL,0,age_60_or_more,High school or less,florida
male,TX,0,age_30-44,Grad degree,texas
male,NY,0,age_30-44,Grad degree,new york
female,IL,0,age_60_or_more,High school or less,illinois
female,NY,1,age_45-59,Post sec +,new york
female,NY,1,age_18-29,High school or less,new york
female,OH,1,age_18-29,Some post sec,ohio
female,AL,1,age_45-59,Post sec +,alabama
female,MD,0,age_30-44,Post sec +,maryland
male,KS,1,age_30-44,Grad degree,kansas
male,VA,0,age_30-44,Grad degree,virginia
male,NJ,1,age_60_or_more,Some post sec,new jersey
female,CA,1,age_60_or_more,Post sec +,california
male,NY,1,age_30-44,Grad degree,new york
female,NJ,0,age_60_or_more,Post sec +,new jersey
male,CT,1,age_30-44,Post sec +,connecticut
female,NC,0,age_45-59,Post sec +,north carolina
male,TN,1,age_45-59,Post sec +,tennessee
male,NY,0,age_30-44,Grad degree,new york
female,TN,0,age_30-44,High school or less,tennessee
male,CA,1,age_30-44,Grad degree,california
female,FL,0,age_60_or_more,Post sec +,florida
female,NJ,1,age_60_or_more,High school or less,new jersey
male,CA,0,age_45-59,High school or less,california
female,NH,1,age_30-44,Post sec +,new hampshire
female,PA,0,age_60_or_more,Post sec +,pennsylvania
male,CA,1,age_30-44,Post sec +,california
female,NY,0,age_60_or_more,Post sec +,new york
male,PA,1,age_60_or_more,Grad degree,pennsylvania
female,CA,1,age_18-29,High school or less,california
male,PA,1,age_60_or_more,Some post sec,pennsylvania
female,MO,1,age_45-59,High school or less,missouri
male,NY,0,age_45-59,Grad degree,new york
female,OH,1,age_18-29,Post sec +,ohio
male,MO,0,age_30-44,High school or less,missouri
female,OH,0,age_60_or_more,High school or less,ohio
male,FL,1,age_30-44,Some post sec,florida
male,NY,1,age_30-44,Grad degree,new york
male,OH,0,age_45-59,Some post sec,ohio
male,MA,0,age_45-59,Post sec +,massachusetts
female,TX,1,age_45-59,Post sec +,texas
male,IL,0,age_30-44,Grad degree,illinois
male,MD,1,age_30-44,Post sec +,maryland
male,FL,1,age_18-29,Post sec +,florida
female,OH,0,age_60_or_more,High school or less,ohio
female,NY,0,age_45-59,Post sec +,new york
male,MI,0,age_30-44,Post sec +,michigan
male,NC,1,age_60_or_more,Some post sec,north carolina
female,NY,1,age_45-59,Post sec +,new york
male,GA,1,age_18-29,High school or less,georgia
male,AZ,0,age_45-59,Post sec +,arizona
male,GA,1,age_45-59,Post sec +,georgia
male,OH,0,age_60_or_more,Some post sec,ohio
male,NY,1,age_18-29,Post sec +,new york
male,NY,0,age_30-44,Grad degree,new york
female,NY,1,age_45-59,Post sec +,new york
male,AL,1,age_60_or_more,Grad degree,alabama
male,GA,0,age_45-59,Grad degree,georgia
male,WI,1,age_60_or_more,Some post sec,wisconsin
male,CA,1,age_30-44,Post sec +,california
male,NY,1,age_60_or_more,Post sec +,new york
male,IL,1,age_30-44,Some post sec,illinois
male,FL,1,age_45-59,Grad degree,florida
male,FL,1,age_18-29,High school or less,florida
male,MO,0,age_60_or_more,Some post sec,missouri
male,OH,0,age_60_or_more,Some post sec,ohio
male,PA,1,age_30-44,Some post sec,pennsylvania
male,OH,0,age_45-59,High school or less,ohio
female,TX,1,age_45-59,Post sec +,texas
male,AZ,1,age_45-59,High school or less,arizona
male,NJ,0,age_60_or_more,Some post sec,new jersey
male,FL,1,age_60_or_more,Post sec +,florida
male,MI,1,age_45-59,Post sec +,michigan
male,NC,1,age_45-59,Post sec +,north carolina
male,WI,0,age_45-59,Post sec +,wisconsin
male,FL,0,age_60_or_more,Some post sec,florida
male,GA,0,age_30-44,Some post sec,georgia
male,TX,1,age_30-44,Grad degree,texas
female,IN,1,age_60_or_more,Post sec +,indiana
male,WI,1,age_45-59,High school or less,wisconsin
male,AZ,0,age_60_or_more,Some post sec,arizona
female,IA,1,age_60_or_more,Post sec +,iowa
male,SC,0,age_60_or_more,Post sec +,south carolina
male,NH,0,age_45-59,Post sec +,new hampshire
male,CO,0,age_18-29,Some post sec,colorado
male,IN,0,age_45-59,Post sec +,indiana
female,KY,1,age_60_or_more,Post sec +,kentucky
female,MI,0,age_30-44,Post sec +,michigan
female,NJ,0,age_60_or_more,Post sec +,new jersey
male,CA,1,age_60_or_more,Some post sec,california
male,TX,1,age_30-44,High school or less,texas
male,NY,0,age_45-59,Post sec +,new york
female,MN,1,age_60_or_more,Grad degree,minnesota
male,WI,1,age_45-59,Post sec +,wisconsin
female,LA,1,age_60_or_more,Post sec +,louisiana
female,GA,1,age_45-59,Grad degree,georgia
male,IL,1,age_45-59,Post sec +,illinois
male,WI,1,age_60_or_more,Some post sec,wisconsin
male,FL,0,age_60_or_more,Post sec +,florida
male,CA,1,age_18-29,Some post sec,california
male,CA,1,age_30-44,Post sec +,california
male,CA,0,age_30-44,Grad degree,california
female,CA,1,age_45-59,Post sec +,california
male,IL,0,age_60_or_more,Some post sec,illinois
male,NY,1,age_18-29,Some post sec,new york
male,GA,0,age_30-44,Post sec +,georgia
female,WA,1,age_30-44,Post sec +,washington
male,CA,0,age_30-44,Grad degree,california
female,AL,1,age_30-44,High school or less,alabama
female,NJ,1,age_18-29,High school or less,new jersey
female,OH,1,age_60_or_more,High school or less,ohio
male,KY,0,age_60_or_more,Some post sec,kentucky
female,NJ,1,age_30-44,Grad degree,new jersey
male,IL,0,age_30-44,Grad degree,illinois
female,NY,1,age_18-29,High school or less,new york
female,ME,0,age_60_or_more,High school or less,maine
female,OR,0,age_18-29,High school or less,oregon
female,TN,1,age_60_or_more,Some post sec,tennessee
female,VA,1,age_18-29,Grad degree,virginia
female,VA,1,age_30-44,Grad degree,virginia
female,AL,0,age_18-29,High school or less,alabama
male,NJ,0,age_60_or_more,Post sec +,new jersey
male,CT,1,age_60_or_more,Post sec +,connecticut
male,NJ,1,age_30-44,High school or less,new jersey
male,IA,1,age_18-29,Some post sec,iowa
male,HI,0,age_45-59,Post sec +,hawaii
female,WI,1,age_60_or_more,Grad degree,wisconsin
male,IA,0,age_45-59,Post sec +,iowa
male,AR,0,age_45-59,Post sec +,arkansas
male,FL,0,age_18-29,High school or less,florida
female,AR,0,age_60_or_more,Some post sec,arkansas
female,NJ,1,age_45-59,Grad degree,new jersey
female,CA,0,age_60_or_more,Grad degree,california
male,GA,1,age_18-29,High school or less,georgia
female,CA,1,age_60_or_more,Some post sec,california
male,NJ,1,age_45-59,Post sec +,new jersey
male,PA,1,age_45-59,Grad degree,pennsylvania
female,ND,0,age_60_or_more,Post sec +,north dakota
male,PA,0,age_60_or_more,High school or less,pennsylvania
male,TX,1,age_45-59,Post sec +,texas
female,GA,1,age_45-59,Grad degree,georgia
male,MD,1,age_60_or_more,Grad degree,maryland
female,VA,1,age_45-59,Post sec +,virginia
male,IL,0,age_30-44,Grad degree,illinois
female,TN,0,age_18-29,High school or less,tennessee
female,NJ,0,age_60_or_more,Post sec +,new jersey
male,TX,0,age_30-44,Post sec +,texas
female,VA,0,age_60_or_more,Post sec +,virginia
male,MS,1,age_18-29,High school or less,mississippi
female,TX,0,age_60_or_more,Post sec +,texas
male,FL,0,age_30-44,Grad degree,florida
male,VA,1,age_60_or_more,Post sec +,virginia
female,ID,0,age_60_or_more,High school or less,idaho
male,NY,0,age_60_or_more,Post sec +,new york
female,OR,0,age_60_or_more,Some post sec,oregon
female,VA,0,age_60_or_more,Some post sec,virginia
male,MA,1,age_18-29,Some post sec,massachusetts
male,FL,0,age_60_or_more,Some post sec,florida
male,NY,0,age_30-44,Grad degree,new york
male,OH,0,age_30-44,Grad degree,ohio
female,GA,1,age_18-29,Post sec +,georgia
female,FL,1,age_45-59,Some post sec,florida
male,NJ,0,age_60_or_more,Some post sec,new jersey
female,MA,1,age_60_or_more,Post sec +,massachusetts
male,MA,1,age_30-44,Post sec +,massachusetts
male,IN,0,age_30-44,High school or less,indiana
female,AL,0,age_45-59,High school or less,alabama
female,ID,1,age_60_or_more,Some post sec,idaho
male,NY,1,age_30-44,Post sec +,new york
female,IL,0,age_60_or_more,High school or less,illinois
male,CA,1,age_60_or_more,Grad degree,california
male,TX,0,age_18-29,High school or less,texas
male,IL,0,age_18-29,Some post sec,illinois
male,MO,0,age_18-29,Post sec +,missouri
female,NC,1,age_60_or_more,Some post sec,north carolina
male,GA,0,age_30-44,Grad degree,georgia
male,WA,1,age_30-44,Post sec +,washington
male,IN,1,age_18-29,Some post sec,indiana
male,TX,1,age_60_or_more,Grad degree,texas
male,PA,1,age_60_or_more,Grad degree,pennsylvania
male,NC,0,age_30-44,Grad degree,north carolina
female,AZ,1,age_60_or_more,Post sec +,arizona
male,CA,1,age_45-59,Grad degree,california
female,TX,1,age_45-59,High school or less,texas
female,IL,0,age_18-29,High school or less,illinois
male,WA,0,age_30-44,Some post sec,washington
male,CO,1,age_60_or_more,High school or less,colorado
male,FL,1,age_30-44,Some post sec,florida
female,FL,0,age_60_or_more,Some post sec,florida
male,PA,1,age_45-59,Post sec +,pennsylvania
male,FL,1,age_18-29,Some post sec,florida
male,CA,0,age_45-59,High school or less,california
male,MS,0,age_45-59,Post sec +,mississippi
male,UT,0,age_18-29,Some post sec,utah
male,TX,0,age_45-59,Post sec +,texas
male,PA,1,age_30-44,Post sec +,pennsylvania
male,CA,1,age_30-44,Post sec +,california
male,MO,1,age_30-44,Some post sec,missouri
male,MD,0,age_30-44,Grad degree,maryland
male,VA,1,age_30-44,Grad degree,virginia
male,NY,0,age_30-44,Grad degree,new york
male,WA,0,age_60_or_more,Some post sec,washington
male,UT,0,age_45-59,High school or less,utah
male,CA,0,age_45-59,High school or less,california
female,WA,1,age_30-44,Post sec +,washington
male,HI,1,age_30-44,Post sec +,hawaii
male,VA,1,age_18-29,Post sec +,virginia
female,AZ,1,age_30-44,Some post sec,arizona
female,DC,1,age_60_or_more,Post sec +,district of columbia
male,WI,1,age_60_or_more,Post sec +,wisconsin
female,OH,0,age_18-29,Post sec +,ohio
female,NY,1,age_18-29,Post sec +,new york
female,MA,1,age_30-44,Post sec +,massachusetts
male,NJ,0,age_60_or_more,High school or less,new jersey
female,MO,0,age_45-59,Some post sec,missouri
female,NC,1,age_45-59,Post sec +,north carolina
male,OH,0,age_45-59,Post sec +,ohio
male,NY,0,age_30-44,Post sec +,new york
female,MS,1,age_30-44,Post sec +,mississippi
female,AL,1,age_30-44,Grad degree,alabama
male,VA,1,age_45-59,Post sec +,virginia
male,PA,0,age_60_or_more,High school or less,pennsylvania
male,ME,1,age_30-44,Post sec +,maine
male,MO,0,age_30-44,Post sec +,missouri
male,CA,1,age_30-44,Post sec +,california
female,NC,1,age_30-44,Some post sec,north carolina
female,AZ,0,age_60_or_more,High school or less,arizona
male,WA,0,age_30-44,Grad degree,washington
male,CA,0,age_18-29,High school or less,california
male,KS,0,age_18-29,Post sec +,kansas
male,LA,0,age_45-59,Grad degree,louisiana
male,PA,1,age_30-44,Grad degree,pennsylvania
female,AL,0,age_30-44,High school or less,alabama
female,WA,0,age_60_or_more,Post sec +,washington
male,TX,0,age_30-44,Grad degree,texas
male,TX,0,age_30-44,Grad degree,texas
female,NC,0,age_30-44,High school or less,north carolina
female,MD,0,age_45-59,Some post sec,maryland
male,TN,0,age_30-44,Grad degree,tennessee
female,CT,1,age_30-44,Some post sec,connecticut
male,KY,1,age_60_or_more,Grad degree,kentucky
female,NC,0,age_30-44,High school or less,north carolina
male,FL,0,age_30-44,Grad degree,florida
female,MD,1,age_30-44,High school or less,maryland
female,FL,0,age_30-44,Post sec +,florida
female,SC,0,age_30-44,Some post sec,south carolina
female,PA,0,age_60_or_more,Some post sec,pennsylvania
female,SC,1,age_30-44,Some post sec,south carolina
female,CT,1,age_60_or_more,Post sec +,connecticut
male,NY,1,age_45-59,Grad degree,new york
male,GA,0,age_45-59,High school or less,georgia
male,OH,1,age_30-44,Some post sec,ohio
female,AL,0,age_30-44,High school or less,alabama
